"facility_id","data_collection_year","lfg_collection_system_in_place","lfg_collected_mmscfd","lfg_flared_mmscfd","data_source_id","created_date","modified_date","data_source_location_id"
6465,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2520,2022,"Yes","5.022",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6343,2022,"Yes","1.2","0.6",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6455,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1253,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2971,2022,"Yes","0.625","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3640,2022,"Yes","5.773","4.143",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5195,2022,"Yes","2.502",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4460,2022,"Yes","6.982","1.711263249",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2560,2022,"Yes","4.233","4.233",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4306,2022,"Yes","6.623","6.623",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5820,2022,"Yes","3.925","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1230,2022,"Yes","3.857","0.514",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1187,2022,"Yes","0.565","0.565",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5300,2022,"Yes","1.86","1.86",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1828,2022,"Yes","12.445","0.609330842",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1076,2022,"Yes","3.181","1.751",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5280,2022,"Yes","0.361","0.361",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6198,2022,"Yes","0.378","0.378",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3061,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2105,2022,"Yes","1.062","1.062",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2193,2022,"Yes","2.394","0.86",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4623,2022,"Yes","2.307",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3506,2022,"Yes","0.464","0.03",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5426,2022,"Yes","2.144","2.144",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5797,2022,"Yes","4.828","0.957",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3885,2022,"Yes","5.504","5.504",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2960,2022,"Yes","2.959","2.959",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4255,2022,"Yes","7.935","7.935",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1741,2022,"Yes","1.385","0.305",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2970,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1273,2022,"Yes","3.553",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6396,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3832,2022,"Yes","3.981","1.44",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4675,2022,"Yes","2.896","0.316",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4168,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6238,2022,"Yes","1.654",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3654,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2740,2022,"Yes","0.841","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6207,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5208,2022,"Yes","3.487","1.958",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4676,2022,"Shutdown","0.252",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1795,2022,"Yes","3.228",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5116,2022,"Yes","1.532","1.532",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2590,2022,"Yes","2.411","0.325",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4585,2022,"Yes","4.198","4.198",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2574,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1981,2022,"Yes","2.575",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4963,2022,"Yes","5.896","5.896",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5007,2022,"Yes","1.499","1.499",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5361,2022,"Unknown",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3877,2022,"Yes","0.744","0.744",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2515,2022,"Yes","0.572",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6271,2022,"Yes","4.312","0.842",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5734,2022,"Yes","0.834","0.834",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2090,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4094,2022,"Yes","0.779","0.779",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3955,2022,"Yes","0.171","0.171",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1129,2022,"Yes","0.408","0.408",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3944,2022,"Yes","0.408","0.408",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3815,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2081,2022,"Yes","0.432",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5542,2022,"Yes","8.815","8.815",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4254,2022,"Yes","4.737","1.644",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4117,2022,"Yes","3.074",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2155,2022,"Yes","0.437","0.437",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4148,2022,"Yes","0.631","0.631",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6408,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1265,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4649,2022,"Yes","6.106","3.03",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6181,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5784,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3835,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2237,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5040,2022,"Yes","3.541","0.241",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2782,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2070,2022,"Yes","0.19","0.19",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3501,2022,"Yes","1.895","0.98",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1206,2022,"Yes","4.797","0.465",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2577,2022,"Yes","1.39",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3791,2022,"Shutdown","0.148","0.148",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1457,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5471,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2089,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3648,2022,"Yes","0.846","0.19",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4008,2022,"Yes","2.604",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2936,2022,"Yes","0.494",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2813,2022,"Yes","1.654",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2810,2022,"Yes","3.03","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2066,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2553,2022,"Yes","5.099",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6395,2022,"Yes","2.45","2.45",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3307,2022,"Yes","1.404","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4997,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4263,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3147,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2485,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4235,2022,"Yes","0.203","0.203",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5905,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1794,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5424,2022,"Yes","0.562","0.562",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2779,2022,"Yes","4.307","0.217",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4706,2022,"Yes","7.329",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2285,2022,"Yes","4.082","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4202,2022,"Yes","2.183",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4496,2022,"Yes","2.397","2.397",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3889,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5560,2022,"Yes","3.678",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5421,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2072,2022,"Yes","1.438","1.438",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5775,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4203,2022,"Yes","0.788","0.788",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2783,2022,"Yes","5.545","3.995",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3120,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6108,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6197,2022,"Yes","1.583","1.583",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4565,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4292,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3712,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4002,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6377,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5673,2022,"Yes","6.606",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3116,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5425,2022,"Yes","2.907","1.058",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6425,2022,"Yes","1.714","1.714",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4907,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5218,2022,"Yes","1.111","1.111",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1581,2022,"Yes","1.418",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2552,2022,"Yes","0.23","0.23",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2092,2022,"Yes","1.226","1.226",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2789,2022,"Yes","1.264",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4603,2022,"Yes","2.2",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1258,2022,"Yes","3.933","3.693",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6363,2022,"Yes","2.37","2.37",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3245,2022,"Yes","4.275","0.17",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4609,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3890,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2047,2022,"Yes","2.066","0.5",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2320,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4331,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3149,2022,"Yes","0.504",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3887,2022,"Yes","3.885","1.797",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2181,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3784,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5102,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2650,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3701,2022,"Yes","3.06","3.06",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6205,2022,"Yes","7.491","3.581",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4726,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2309,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5552,2022,"Yes","3.321","0.428",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2283,2022,"Yes","4.205","0.61",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6254,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3797,2022,"Yes","0.49","0.49",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1322,2022,"Yes","2.978","2.978",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1784,2022,"Yes","0.646","0.646",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6444,2022,"Yes","3.333",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3959,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2598,2022,"Yes","1.12","1.12",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1657,2022,"Yes","1.341","1.341",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5125,2022,"Yes","2.804","2.804",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1685,2022,"Yes","0.388","0.388",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6237,2022,"Yes","0.542","0.542",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5235,2022,"Yes","4.366","1.857",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4473,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3005,2022,"Yes","2.144",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5769,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4393,2022,"Yes","0.859","0.601",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1432,2022,"Yes",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2978,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2368,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5672,2022,"Yes",NULL,"0.32",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6435,2022,"Yes","1.104","0.068",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5416,2022,"Yes","0.569","0.379",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3017,2022,"Yes","2.688","2.688",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4962,2022,"Yes","3.219","3.219",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3238,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2415,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4167,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2584,2022,"Yes","1.013","1.013",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2005,2022,"Yes","3.622","3.622",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2242,2022,"Yes","5.186","2.265",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3837,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4277,2022,"Yes","1.439",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5986,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2392,2022,"Yes","0.72",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2280,2022,"Yes","4.488",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2710,2022,"Yes","0.923",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3459,2022,"Yes","2.68","0.8",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1909,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4917,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4685,2022,"Yes","6.13",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1969,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5417,2022,"Yes","2.591","2.591",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6528,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5837,2022,"Yes","0.173",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5925,2022,"Yes","2.894","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4170,2022,"Yes","0.35","0.35",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1968,2022,"Yes","5.453","1.806",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4645,2022,"Yes","1.235","0.29",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4646,2022,"Yes","3.802","0.057",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1252,2022,"Yes","0.407",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1731,2022,"Yes","0.679","0.099",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4627,2022,"Yes","1.765","1.765",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1274,2022,"Yes","2.808",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2889,2022,"Yes","1.486",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3951,2022,"Yes","0.127","0.127",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4714,2022,"Yes","6.169",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1697,2022,"Yes","4.119",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4142,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1912,2022,"Yes","1.369","1.369",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1831,2022,"Yes","0.491","0.491",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6423,2022,"Yes","0.472","0.192",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5716,2022,"Yes","1.834","0.034",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1692,2022,"Yes","0.419",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2633,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2709,2022,"Yes","1.358","1.358",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3333,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2651,2022,"Yes","0.709",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6502,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2439,2022,"Yes","0.144",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4705,2022,"Yes","0.828",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4549,2022,"Yes","1.993","1.993",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6142,2022,"Yes","0.946","0.946",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6017,2022,"Yes","0.0","0.0",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2405,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1445,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5449,2022,"No",NULL,NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4231,2022,"Yes","0.116","0.116",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
4236,2022,"Yes","1.799","0.329",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
5212,2022,"Yes","0.631","0.631",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
6253,2022,"Yes","2.663","2.663",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
3261,2022,"Yes","1.28",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2103,2022,"Yes","1.885",NULL,7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2271,2022,"Yes","0.648","0.648",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
1705,2022,"Yes","3.417","0.104",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
2086,2022,"Yes","0.186","0.186",7,"2023-12-08 22:44:44.232941","2024-04-09 16:33:52.470882",12
